listing_id,price,borough,neighbourhood,price_per_month,latitude,longitude,description,room_type,host_name,last_review,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,booked_days_365
32616255,132,Manhattan, Hell's Kitchen,4015.0,40.75616,-73.99408,"Cozy, Quiet Apt near Times Square and Penn Station",entire home/apt,Mike,2019-05-31,10,9,2.45,1,174,191
32616393,35,Brooklyn, East New York,1064.583333,40.66888,-73.89372,"2nd floor, Room# 5 (8'x12')",private room,Aminul,2019-06-27,7,12,3.1,13,247,118
32616616,29,Brooklyn, Bedford-Stuyvesant,882.0833333,40.67981,-73.90606,Cozy apartment in Bed-Stuy near Subway Stations,private room,Esteban,2019-07-05,3,5,1.74,1,18,347
32617384,35,Brooklyn, East New York,1064.583333,40.66934,-73.89402,"2nd Floor, Room # 3 (9'x12')",private room,Aminul,2019-06-16,7,7,1.75,13,252,113
32617393,100,Brooklyn, Bushwick,3041.666667,40.69835,-73.9361,Brooklyn Artist Loft,entire home/apt,Giancarlo,2019-06-10,3,5,1.17,1,326,39
32617641,42,Brooklyn, East New York,1277.5,40.66962,-73.89404,"2nd Floor, Room # 4 (12' x 18')",private room,Aminul,2019-05-24,7,1,0.64,13,98,267
32617897,43,Brooklyn, Bushwick,1307.916667,40.69935,-73.92407,Big private room with backyard in hip Bushwick,private room,Pablo,2019-06-24,2,17,4.05,2,68,297
32618476,100,Queens, Astoria,3041.666667,40.77655,-73.93587,Quiet space close to the city,private room,Eliza Alex,2019-06-04,1,11,2.89,1,124,241
32618577,35,Brooklyn, East New York,1064.583333,40.66946,-73.89404,"1st Floor, Room # 9 (8' x 12')",private room,Aminul,2019-04-29,7,5,1.33,13,116,249
32618640,40,Brooklyn, East New York,1216.666667,40.66977,-73.89356,"1st Floor, Room # 8 (12' x 15')",private room,Aminul,2019-06-14,7,8,2.05,13,198,167
32618716,38,Brooklyn, East New York,1155.833333,40.66974,-73.89569,"1st Floor, Room #7 (9' x 12')",private room,Aminul,2019-06-29,7,6,1.64,13,301,64
32619108,40,Brooklyn, East New York,1216.666667,40.6697,-73.8954,"1st Floor, Room # 6 (12' x 14')",private room,Aminul,2019-06-30,7,5,1.95,13,247,118
32620347,35,Queens, Elmhurst,1064.583333,40.73534,-73.87767,2min to SubwayM/R easy commute to Manhattan,private room,Haruhisa,2019-06-01,29,3,0.87,5,2,363
32628641,60,Bronx, Mott Haven,1825.0,40.81496,-73.92088,Private room-Close to manhattan(10-15 minutes),private room,Yeufre,2019-04-09,1,1,0.33,1,90,275
32634041,147,Queens, Far Rockaway,4471.25,40.59639,-73.7486,Beach suite,entire home/apt,Anthony,2019-06-30,4,20,4.92,1,107,258
32634220,80,Manhattan, Upper West Side,2433.333333,40.79877,-73.96313,U W S Sunny Queen size bedroom near Columbia UNI*,private room,Davis,2019-05-30,1,16,3.64,3,0,365
32634232,135,Manhattan, Harlem,4106.25,40.82928,-73.94054,"Warm, Sunny Artist Apartment in Harlem!",entire home/apt,Katie Rose,2019-04-26,3,1,0.41,2,3,362
32634265,484,Manhattan, Financial District,14721.66667,40.70659,-74.0102,Sonder | Stock Exchange | Original 3BR + Kitchen,entire home/apt,Sonder (NYC),2019-06-21,2,8,2.0,327,247,118
32634304,211,Manhattan, Financial District,6417.916667,40.70598,-74.01193,Sonder | Stock Exchange | Modern Studio + Laundry,entire home/apt,Sonder (NYC),2019-06-21,2,15,4.21,327,325,40
32634435,388,Manhattan, Financial District,11801.66667,40.70795,-74.01096,Sonder | Stock Exchange | Incredible 2BR + Kitchen,entire home/apt,Sonder (NYC),2019-06-11,2,9,2.35,327,262,103
32634514,407,Manhattan, Financial District,12379.58333,40.70575,-74.01231,Sonder | Stock Exchange | Pristine 2BR + Sofa Bed,entire home/apt,Sonder (NYC),2019-06-23,2,9,2.18,327,294,71
32634671,425,Manhattan, Financial District,12927.08333,40.70759,-74.01242,Sonder | Stock Exchange | Upscale 2BR + Kitchen,entire home/apt,Sonder (NYC),2019-06-17,2,5,1.18,327,311,54
32634720,432,Manhattan, Financial District,13140.0,40.70728,-74.01073,Sonder | Stock Exchange | Sharp 2BR + Lounge,entire home/apt,Sonder (NYC),2019-06-14,2,3,1.11,327,323,42
32634839,205,Manhattan, Financial District,6235.416667,40.70778,-74.01074,Sonder | Stock Exchange | Cozy Studio + Kitchen,entire home/apt,Sonder (NYC),2019-06-16,2,8,2.64,327,327,38
32634874,248,Manhattan, Financial District,7543.333333,40.70604,-74.01216,Sonder | Stock Exchange | Pristine 1BR + Sofa Bed,entire home/apt,Sonder (NYC),2019-06-26,2,7,2.59,327,294,71
32634964,396,Manhattan, Financial District,12045.0,40.70652,-74.01048,Sonder | Stock Exchange | Dashing 2BR + Kitchen,entire home/apt,Sonder (NYC),2019-05-28,2,6,1.8,327,323,42
32635018,376,Manhattan, Financial District,11436.66667,40.70624,-74.01227,Sonder | Stock Exchange | Central 2BR + Lounge,entire home/apt,Sonder (NYC),2019-05-24,2,10,2.46,327,276,89
32635569,125,Brooklyn, Williamsburg,3802.083333,40.7146,-73.94167,Big sunnny bedroom with a giant private garden,shared room,Zoe,2019-05-14,1,1,0.54,2,365,0
32635717,230,Manhattan, Financial District,6995.833333,40.7057,-74.01221,Sonder | Stock Exchange | Calming 1BR + Kitchen,entire home/apt,Sonder (NYC),2019-06-10,2,6,1.98,327,297,68
32635722,416,Manhattan, Financial District,12653.33333,40.70608,-74.01112,Sonder | Stock Exchange | Modern 2BR + Kitchen,entire home/apt,Sonder (NYC),2019-06-08,2,7,1.72,327,338,27
32636472,50,Manhattan, Washington Heights,1520.833333,40.85117,-73.94065,"Private, Sunny Bedroom in Washington Heights",private room,Christopher,2019-07-06,1,22,5.41,1,24,341
32636982,93,Bronx, Parkchester,2828.75,40.83485,-73.85954,Spacious and family friendly location!,entire home/apt,Jason,2019-02-26,5,1,0.23,1,306,59
32638547,100,Brooklyn, Bedford-Stuyvesant,3041.666667,40.69127,-73.93856,1.5 Bdrm In Hip Bed-Stuy Brownstone,entire home/apt,Nikki,2019-06-24,1,13,3.86,1,13,352
32638687,235,Brooklyn, Williamsburg,7147.916667,40.70881,-73.96688,Rustic Williamsburg Loft,entire home/apt,Roxanne And Stan,2019-07-04,5,13,2.98,1,153,212
32639119,45,Brooklyn, Prospect-Lefferts Gardens,1368.75,40.65554,-73.9499,Classic and Cozy Brooklyn Apartment,private room,Melody-Lane,2019-07-01,3,7,3.13,1,43,322
32640244,180,Queens, Astoria,5475.0,40.75664,-73.92806,Amazing Astoria apt minutes away from Manhattan!,entire home/apt,Andrzej,2019-07-02,1,12,2.98,1,82,283
32640289,202,Manhattan, Hell's Kitchen,6144.166667,40.76651,-73.98752,2 bedroom 3 beds! Doorman Elevator 5229,entire home/apt,Jeremy & Laura,2019-05-31,30,1,0.77,96,327,38
32640768,50,Manhattan, Harlem,1520.833333,40.81072,-73.94236,Heavenly Harlem Haven,private room,Carlton,2019-06-30,1,13,3.22,2,168,197
32641909,160,Manhattan, Hell's Kitchen,4866.666667,40.76237,-73.99202,Amazing One bedroom step away from Time SQ/73C,entire home/apt,Irina,2019-05-18,30,1,0.58,20,332,33
32642131,90,Manhattan, Hell's Kitchen,2737.5,40.76852,-73.98895,Great Room in Manhattan - Close to Central Park,private room,Thaweesab,2019-03-31,3,2,0.48,1,66,299
32642930,220,Manhattan, East Village,6691.666667,40.72712,-73.97763,"Clean, nice specious 2 bedroom apt in East Village",private room,Alina,2019-02-26,3,1,0.23,1,0,365
32643109,67,Manhattan, Upper West Side,2037.916667,40.79872,-73.96069,UWS Sunny Cozy room by C park & Columbia UNI**,private room,Davis,2019-06-12,1,22,5.64,3,38,327
32643370,45,Brooklyn, Bushwick,1368.75,40.69504,-73.9264,Central Bushwick Private Bedroom,private room,Jessica,2019-06-10,2,5,1.55,1,9,356
32643993,250,Manhattan, East Village,7604.166667,40.7253,-73.98401,XL Private 3 bedroom Full floor E. Village Apt!,entire home/apt,Joseph,2019-06-20,1,5,1.47,4,233,132
32644251,190,Queens, Glendale,5779.166667,40.69991,-73.89488,4-bedroom Haven in Ridgewood,entire home/apt,Emily,2019-06-16,4,7,2.28,2,70,295
32644865,42,Queens, Elmhurst,1277.5,40.74792,-73.88115,Spacious bedroom for the modern traveler,private room,Sonia,2019-06-09,1,6,3.05,2,0,365
32645984,109,Brooklyn, Bedford-Stuyvesant,3315.416667,40.68909,-73.94556,Original Bed-Stuy Apartment,entire home/apt,Alice,2019-04-28,2,5,1.24,2,0,365
32646882,150,Manhattan, Hell's Kitchen,4562.5,40.76086,-73.98927,Cozy private room and bathroom in Times Square,private room,Maybee,2019-06-30,1,16,4.17,2,255,110
32655597,150,Manhattan, Upper West Side,4562.5,40.77961,-73.98474,"Charming, cozy apartment on the UWS",entire home/apt,Sinead,2019-05-27,14,3,0.98,1,0,365
32655912,137,Manhattan, Upper East Side,4167.083333,40.77756,-73.95408,COOL DEAL,entire home/apt,Selcuk,2019-04-08,7,1,0.33,1,12,353
32657400,44,Manhattan, Harlem,1338.333333,40.82455,-73.94585,LONG TERM -Medium room-A-B-C-D trains-Washer&Dryer,private room,Ozzy,2019-07-01,14,2,1.71,1,0,365
32657797,350,Manhattan, East Harlem,10645.83333,40.79519,-73.94115,Comfy 3 bedroom apartment in Manhattan,entire home/apt,Evgeny,2019-06-29,3,8,2.18,1,318,47
32661291,275,Manhattan, Upper West Side,8364.583333,40.76829,-73.98298,Large Bedroom with private sunroom Columbus Circle,private room,Rick,2019-07-05,2,13,3.15,1,233,132
32661706,150,Queens, Forest Hills,4562.5,40.7164,-73.83501,"Spacious, modern and sunny 1-BD in Forest Hills",entire home/apt,Bianca,2019-06-03,5,3,0.99,1,75,290
32661875,125,Manhattan, Hell's Kitchen,3802.083333,40.76125,-73.98849,TIMES SQUARE PRIVATE YARD 4 GUEST APARTMENT,entire home/apt,Ryan,2019-06-15,3,9,2.13,1,191,174
32663202,65,Manhattan, Chelsea,1977.083333,40.74855,-74.00074,Cozy Chelsea Apartment,shared room,Abby,2019-06-30,1,19,4.45,1,208,157
32664187,70,Brooklyn, Crown Heights,2129.166667,40.66828,-73.95341,Beautiful room close to Prospect Park,private room,Maya,2019-05-31,5,3,0.9,1,9,356
32664246,166,Manhattan, East Harlem,5049.166667,40.79191,-73.93982,"Cozy apartment, few blocks from Central Park",entire home/apt,Enrico,2019-04-18,2,2,0.65,1,0,365
32664528,55,Queens, Long Island City,1672.916667,40.76321,-73.93472,5 Stops to 42nd St/Times Sqaure,private room,Dinneal,2019-06-26,2,15,3.88,2,114,251
32664634,55,Queens, Jackson Heights,1672.916667,40.75245,-73.88586,Be happy in NYC everything closet to you,private room,Ines,2019-06-27,3,4,4.0,2,61,304
32664982,95,Brooklyn, Williamsburg,2889.583333,40.71558,-73.94877,"Your bright, spacious & central WILLIAMSBURG home!",private room,Erika,2019-06-21,2,14,3.44,1,32,333
32666157,115,Manhattan, East Village,3497.916667,40.72844,-73.98296,"Charming, East Village One Bedroom",entire home/apt,Barrett,2019-03-11,3,1,0.25,1,5,360
32666534,350,Brooklyn, Prospect Heights,10645.83333,40.67616,-73.97009,Prospect Brownstone Palace,entire home/apt,Jessica,2019-06-28,4,3,1.11,2,82,283
32667705,506,Brooklyn, Williamsburg,15390.83333,40.70678,-73.95478,Beautiful Luxury 4BR/2BA Williamsburg Apartment,entire home/apt,Roman,2019-06-30,1,8,2.18,1,134,231
32667711,165,Manhattan, Murray Hill,5018.75,40.74769,-73.97592,Sonder | The Nash | Picturesque Studio + Gym,entire home/apt,Sonder (NYC),2019-05-19,29,1,0.59,327,342,23
32667713,160,Manhattan, Murray Hill,4866.666667,40.74467,-73.97188,Delightful 1BR in Midtown East by Sonder,entire home/apt,Sonder (NYC),2019-05-22,29,1,0.63,327,345,20
32668712,650,Brooklyn, Bedford-Stuyvesant,19770.83333,40.68472,-73.9418,BB+B  Brooklyn Brick & Brownstone/ Treetop terrace,entire home/apt,James And Siobhan,2019-07-03,1,22,5.41,1,307,58
32668910,102,Brooklyn, Crown Heights,3102.5,40.67639,-73.94785,A Peaceful Studio In The Heart of BK,entire home/apt,Hui Chong,2019-06-10,3,7,1.72,1,4,361
32669067,359,Manhattan, Theater District,10919.58333,40.7606,-73.98408,One of The Kind in NYC,entire home/apt,Chris,2019-05-20,5,10,2.42,1,2,363
32669154,190,Brooklyn, Bedford-Stuyvesant,5779.166667,40.691,-73.94696,The Heart of BedSty,entire home/apt,Gwendolyn,2019-05-19,1,5,1.47,1,351,14
32670621,168,Brooklyn, Canarsie,5110.0,40.63355,-73.90466,Heavens' Home,entire home/apt,Cleo & Job,2019-06-28,1,10,2.46,1,83,282
32670715,125,Brooklyn, Sheepshead Bay,3802.083333,40.58594,-73.93182,Family Friendly 2 Bedroom Apartment with Parking.,entire home/apt,Ali,2019-06-30,2,13,3.98,1,0,365
32671733,170,Manhattan, Hell's Kitchen,5170.833333,40.7718,-73.99421,Luxury studio close to central park,entire home/apt,Jasmine,2019-06-23,1,4,1.01,1,3,362
32672719,85,Brooklyn, Brighton Beach,2585.416667,40.57921,-73.96419,"Newest,sunny,room with separate entrance & balcony",private room,Sergii,2019-06-20,1,18,4.43,1,222,143
32673942,150,Manhattan, Morningside Heights,4562.5,40.80714,-73.96515,Sunny and Very Spacious 1 bedroom Apartment,entire home/apt,Robert,2019-03-22,5,1,0.28,1,0,365
32674139,125,Manhattan, Upper East Side,3802.083333,40.76916,-73.95365,"Cute 1 bed/1 bath apartment, in a great location!",entire home/apt,Stephanie,2019-06-23,3,6,1.51,1,42,323
32675657,95,Brooklyn, Greenpoint,2889.583333,40.73738,-73.95282,A budget friendly Greenpoint Studio!,entire home/apt,Max,2019-06-14,2,7,1.89,3,14,351
32675979,100,Manhattan, Chelsea,3041.666667,40.74921,-73.99273,Private Room With Kitchen Across From MSG,private room,Stewart Hotel,2019-06-22,1,9,3.42,9,275,90
32676082,100,Manhattan, Chelsea,3041.666667,40.74913,-73.99128,Large One Bedroom Suite With Kitchen in Midtown,private room,Stewart Hotel,2019-06-30,1,4,1.85,9,323,42
32676112,58,Queens, Richmond Hill,1764.166667,40.69433,-73.83114,Margarita's Room # 2 A unos minutos del JFK y LGA,private room,Lucio,2019-06-30,1,16,4.44,3,129,236
32676180,100,Manhattan, Chelsea,3041.666667,40.74845,-73.99257,Large Private Suite in the Heart of Midtown,private room,Stewart Hotel,2019-06-18,1,22,7.67,9,315,50
32676181,100,Manhattan, Chelsea,3041.666667,40.7492,-73.99073,Accessible Two Bedded Suite With Kitchen near MSG,private room,Stewart Hotel,2019-07-02,1,22,9.85,9,319,46
32676186,100,Manhattan, Chelsea,3041.666667,40.74963,-73.99141,Large One Bedroom Double With Kitchen in Manhattan,private room,Stewart Hotel,2019-06-11,1,3,1.8,9,269,96
32676189,100,Manhattan, Chelsea,3041.666667,40.74851,-73.99062,Two Beds in Private Room near Times Square and MSG,private room,Stewart Hotel,2019-07-01,1,4,1.69,9,317,48
32676190,100,Manhattan, Chelsea,3041.666667,40.74927,-73.99227,Large One Bedroom Suite with Two Baths in Chelsea,private room,Stewart Hotel,2019-05-27,1,1,0.68,9,324,41
32678246,100,Manhattan, Chelsea,3041.666667,40.74902,-73.99211,Private and Spacious Queen Room Across From MSG,private room,Stewart Hotel,2019-07-02,1,17,7.08,9,324,41
32678719,100,Manhattan, Theater District,3041.666667,40.75918,-73.98801,Enjoy great views of the City in our Deluxe Room!,private room,Row NYC,2019-07-07,1,156,58.5,9,299,66
32678720,199,Manhattan, Theater District,6052.916667,40.75828,-73.98876,Great Room in the heart of Times Square!,private room,Row NYC,2019-07-07,1,82,27.95,9,299,66
32678721,100,Manhattan, Theater District,3041.666667,40.75783,-73.98908,Nice Room 1 block away from Times Square action!,private room,Row NYC,2019-07-04,1,38,14.62,9,295,70
32678723,100,Manhattan, Theater District,3041.666667,40.75803,-73.98887,Spacious room in the Heart of Midtown!,private room,Row NYC,2019-06-15,1,6,2.61,9,289,76
32678725,249,Manhattan, Theater District,7573.75,40.75976,-73.98761,Enjoy the Times Square experience with the family!,private room,Row NYC,2019-06-23,1,22,7.59,9,283,82
32678726,100,Manhattan, Theater District,3041.666667,40.75925,-73.98767,Steps away from the Heart of the Theater District!,private room,Row NYC,2019-05-04,1,1,0.45,9,299,66
32681408,209,Manhattan, Upper West Side,6357.083333,40.78111,-73.97923,Artful UWS Superior Queen Near Central Park,private room,Arthouse Hotel,2019-06-23,1,6,2.81,10,288,77
32681548,250,Manhattan, Upper West Side,7604.166667,40.78162,-73.97941,Artful UWS Room-2 Double Beds Near Central Park,private room,Arthouse Hotel,2019-05-04,1,1,0.45,10,281,84
32681551,230,Manhattan, Upper West Side,6995.833333,40.78189,-73.98138,UWS King Room with Broadway View Near Central Park,private room,Arthouse Hotel,2019-06-06,1,1,0.88,10,288,77
32681581,230,Manhattan, Upper West Side,6995.833333,40.78313,-73.97953,"Artful UWS King Room - near Central Park, Museums",private room,Arthouse Hotel,2019-05-28,1,2,0.74,10,252,113
32683419,324,Manhattan, Theater District,9855.0,40.76033,-73.98636,Steps away from Times Square!! Stylish Queen Room,private room,Paramount Hotel,2019-05-25,1,5,1.85,7,363,2
32683422,379,Manhattan, Theater District,11527.91667,40.75861,-73.98683,Up to 4 people-Only steps away from Times Square!!,private room,Paramount Hotel,2019-06-12,1,10,4.55,7,353,12
32683430,299,Manhattan, Theater District,9094.583333,40.75976,-73.98727,Private Bed and Essentials for NYC Solo Travelers,private room,Paramount Hotel,2019-06-15,1,20,7.69,7,362,3
32683433,359,Manhattan, Theater District,10919.58333,40.76026,-73.98747,Spacious King near Times Square and Broadway Shows,private room,Paramount Hotel,2019-05-28,1,4,1.54,7,358,7
32683537,304,Manhattan, Theater District,9246.666667,40.75987,-73.98758,Stylish Private 1 Double Bed Room in Times Square,private room,Paramount Hotel,2019-05-30,1,6,2.54,7,351,14
32687805,146,Brooklyn, Crown Heights,4440.833333,40.67729,-73.95697,Charming one bedroom with rooftop in Brooklyn,entire home/apt,Renel,2019-05-27,28,2,0.77,1,24,341
32691375,149,Manhattan, Chelsea,4532.083333,40.75106,-73.99792,Vintage 3BR Chelsea Loft! Best Location!,entire home/apt,Alexandra,2019-06-23,2,9,2.31,1,129,236
32692224,73,Manhattan, Harlem,2220.416667,40.81891,-73.93786,"Affordable, Simple, Bright, Furnished NYC Studio!",entire home/apt,Ngozi,2019-05-21,7,1,0.61,1,43,322
32694705,42,Queens, Ridgewood,1277.5,40.70881,-73.89689,Sizeable Private Room - Prime NYC Location!,private room,Yuval,2019-06-01,30,1,0.79,23,37,328
32694901,42,Queens, Ridgewood,1277.5,40.70899,-73.89494,Newly Designed / Furnished Room - PRIME Location!,private room,Yuval,2019-06-20,30,2,0.86,23,225,140
32695204,150,Staten Island, Arrochar,4562.5,40.59809,-74.0656,Beautiful  1 bedroom house near Verrazano bridge,entire home/apt,Natalya,2019-07-01,2,12,3.79,1,85,280
32697000,45,Brooklyn, Williamsburg,1368.75,40.71965,-73.94234,Cozy room in Williamsburg near subway,private room,Ekaterina,2019-03-31,15,1,0.3,1,37,328
32697097,300,Brooklyn, Bushwick,9125.0,40.68638,-73.90863,Gorgeous Bushwick Townhome,entire home/apt,Peter,2019-06-10,2,10,2.83,1,112,253
32697582,105,Manhattan, Upper East Side,3193.75,40.77817,-73.94743,Upper East Side Gem,entire home/apt,William,2019-05-27,3,10,2.56,1,0,365
32697647,135,Queens, Jamaica,4106.25,40.67193,-73.77986,Spacious! 3 bed 2bath 5min JFK & Resorts Casino,entire home/apt,Larry,2019-07-02,1,23,8.52,1,121,244
32698370,200,Manhattan, Upper West Side,6083.333333,40.79553,-73.97388,Private rooftop exposed brick NYC apartment,entire home/apt,Bel,2019-03-29,3,3,0.79,2,0,365
32698909,75,Bronx, Wakefield,2281.25,40.88999,-73.86008,Cozy Bronx Home ( 2 nd floor),private room,Bernadette,2019-06-10,2,11,3.17,1,54,311
32699108,300,Queens, Long Island City,9125.0,40.74547,-73.95198,"In the heart of Hunters Point, Long Island City",entire home/apt,Lauro,2019-07-01,2,7,2.26,1,40,325
32699916,185,Manhattan, East Harlem,5627.083333,40.80305,-73.94163,Harlem Hideaway,entire home/apt,Richardene,2019-05-05,1,5,1.2,1,338,27
32699981,45,Brooklyn, Bushwick,1368.75,40.69762,-73.91999,"HuGe, Bright Room.",private room,Khaled,2019-06-13,1,14,3.23,1,189,176
32700870,199,Manhattan, Midtown,6052.916667,40.757,-73.96906,Heart of NYC! 4BR Incredible Location!,entire home/apt,Steven,2019-06-20,2,10,2.97,1,103,262
32701542,180,Queens, Sunnyside,5475.0,40.73802,-73.91902,Lovely Spacious Home Close to Manhattan & Airports,entire home/apt,Alba,2019-07-06,3,10,2.48,2,123,242
32702033,80,Brooklyn, Carroll Gardens,2433.333333,40.68299,-73.99928,The Refinery,private room,Sebastian,2019-05-29,2,13,3.42,2,160,205
32704496,39,Manhattan, Kips Bay,1186.25,40.74433,-73.97868,Ladies Shared Cozy Space,shared room,Brianna,2019-05-10,2,1,0.5,3,365,0
32705496,113,Manhattan, Harlem,3437.083333,40.80226,-73.95211,Clean and Modern Harlem 1 Bedroom,entire home/apt,Erick,2019-05-22,2,3,0.84,1,35,330
32711107,234,Manhattan, Upper West Side,7117.5,40.80007,-73.95981,CentralPark/ Upper west /Columbia University,entire home/apt,Miguel,2019-07-05,1,27,6.69,3,51,314
32713924,50,Bronx, Westchester Square,1520.833333,40.84077,-73.8487,Bnb n Spa 30 minutes from Manhattan,private room,Lilly Rose,2019-06-03,3,6,1.62,2,27,338
32714651,120,Manhattan, Upper West Side,3650.0,40.78334,-73.97927,Gorgeous  Modern Cozy Manhattan Apartment!,entire home/apt,Mj,2019-05-31,30,1,0.75,1,311,54
32715168,55,Queens, Maspeth,1672.916667,40.7412,-73.90552,Great room great view /10min to heart of NYC,private room,Jingyeong,2019-06-16,1,2,1.82,2,152,213
32716275,170,Manhattan, Lower East Side,5170.833333,40.72202,-73.98858,Iconic renovated tenement apartment!,entire home/apt,Sarah,2019-05-27,2,1,0.7,1,8,357
32717193,189,Brooklyn, Greenpoint,5748.75,40.73142,-73.96023,Cozy Greenpoint one bedroom apartment,entire home/apt,Amanda,2019-06-25,2,9,3.51,1,60,305
32717623,42,Queens, Ridgewood,1277.5,40.70912,-73.89685,Freshly furnished private room - GREAT Location!,private room,Yuval,2019-07-05,30,3,0.86,23,311,54
32717722,45,Queens, Ridgewood,1368.75,40.70725,-73.89473,Brand New Furnished Room in Prime NYC,private room,Yuval,2019-06-09,30,1,1.0,23,309,56
32718064,175,Brooklyn, Bedford-Stuyvesant,5322.916667,40.6854,-73.94253,Artist Designed Garden Floor With Sunny Back Yard,entire home/apt,Brigitte,2019-07-05,3,12,4.0,1,301,64
32718338,130,Brooklyn, Williamsburg,3954.166667,40.71438,-73.94359,Beautiful vintage apt in Williamsburg (ENTIRE APT),entire home/apt,Luca,2019-05-07,5,1,0.48,1,121,244
32718483,94,Manhattan, Kips Bay,2859.166667,40.74123,-73.98058,3 - Private room in Yogi's BIG Midtown Manhattan,private room,Yogi,2019-07-03,1,23,5.9,3,55,310
32721182,375,Brooklyn, DUMBO,11406.25,40.70284,-73.99083,Gorgeous Dumbo 2-Bedroom w/ Incredible Views,entire home/apt,Samantha,2019-06-27,3,2,2.0,1,242,123
32722219,27,Manhattan, Inwood,821.25,40.86428,-73.92199,New Beautiful Apt in Manhattan 30min to Midtown,private room,Hiroki,2019-05-31,29,1,0.77,37,32,333
32722262,125,Manhattan, Harlem,3802.083333,40.82335,-73.94902,Parkside Chateau,private room,James R,2019-06-16,1,2,2.0,1,139,226
32722385,60,Brooklyn, Bedford-Stuyvesant,1825.0,40.68362,-73.95692,Large bright room in Brooklyn artist's apartment!,private room,July,2019-05-26,1,1,0.67,1,95,270
32723619,250,Brooklyn, Williamsburg,7604.166667,40.71797,-73.95738,Apt in heart of Williamsburg,entire home/apt,Joanna,2019-06-27,4,1,1.0,1,122,243
32724046,175,Brooklyn, Gowanus,5322.916667,40.67886,-73.98702,Large & Adorable 2 Bedroom in the Heart of Bklyn,entire home/apt,Samantha,2019-04-30,2,4,1.2,2,0,365
32724719,50,Brooklyn, Bushwick,1520.833333,40.70725,-73.91966,"Quiet and Private Space in Bushwick, Brooklyn",entire home/apt,Gina,2019-03-24,3,1,0.28,1,0,365
32724929,72,Brooklyn, Bedford-Stuyvesant,2190.0,40.689,-73.94445,Cozy and modern bedstuy room,private room,Jean-Paul,2019-04-28,1,3,1.11,1,311,54
32725337,160,Brooklyn, Bedford-Stuyvesant,4866.666667,40.6867,-73.93835,Ayo's Abode 2,entire home/apt,Karin,2019-05-05,1,6,1.49,2,68,297
32725374,35,Queens, Arverne,1064.583333,40.599,-73.79603,Bay Bungalow Bare-Minimum Occupancy,private room,Christopher,2019-06-05,3,11,2.73,2,54,311
32726051,80,Manhattan, Harlem,2433.333333,40.80252,-73.9547,Cozy bedroom in South Harlem‚Äôs restaurant row,private room,Frederic,2019-06-13,1,17,4.21,2,177,188
32726513,55,Brooklyn, Bedford-Stuyvesant,1672.916667,40.67864,-73.91413,"Quiet, Cozy, Oassis",private room,Ramón Emilio,2019-07-03,1,22,6.11,1,12,353
32726808,75,Brooklyn, Bedford-Stuyvesant,2281.25,40.67803,-73.9102,Stylish & Cozy Room Same Street As The Subway,private room,Marcelo,2019-06-16,1,17,4.51,4,227,138
32731541,30,Brooklyn, Bedford-Stuyvesant,912.5,40.69348,-73.94757,HUGE duplex floor for share with 1 girl,shared room,Karina,2019-06-23,18,8,1.89,1,27,338
32734625,55,Brooklyn, Bedford-Stuyvesant,1672.916667,40.69424,-73.93416,Private Room in a chill home 20 mins to Manhattan,private room,Melissa,2019-07-01,2,22,5.2,1,45,320
32735694,40,Brooklyn, Bushwick,1216.666667,40.69493,-73.9273,Cozy room in 3-bedroom bushwick apartment,private room,Colton,2019-04-01,10,1,0.3,1,0,365
32736925,150,Manhattan, Lower East Side,4562.5,40.71867,-73.99082,One bedroom unit in Lower East side.,entire home/apt,Michael,2019-06-30,2,8,2.24,1,33,332
32737169,80,Manhattan, Upper West Side,2433.333333,40.80102,-73.96528,Perfect UWS Furn. Rooms By Central Park & Transit,private room,Jessica,2019-05-16,1,10,2.38,4,0,365
32739824,111,Manhattan, Upper East Side,3376.25,40.77313,-73.94824,Private 1 Bedroom Apartment in the Upper East,entire home/apt,Forum,2019-05-08,2,5,1.39,1,0,365
32739899,82,Manhattan, East Village,2494.166667,40.72789,-73.98557,Spacious Room in the Heart of East Village!,private room,Min,2019-05-11,30,1,0.51,8,364,1
32740310,262,Manhattan, Murray Hill,7969.166667,40.74928,-73.97453,Sonder | The Nash | Warm Studio + Grilling Area,entire home/apt,Sonder (NYC),2019-06-23,2,9,2.35,327,113,252
32740475,244,Manhattan, Murray Hill,7421.666667,40.74835,-73.97612,Sonder | The Nash | Cozy Studio + Grilling Area,entire home/apt,Sonder (NYC),2019-06-13,2,9,2.31,327,133,232
32740570,240,Manhattan, Murray Hill,7300.0,40.7488,-73.97522,Sonder | The Nash | Chic Studio + Rooftop,entire home/apt,Sonder (NYC),2019-06-22,2,8,1.95,327,105,260
32740979,110,Queens, Astoria,3345.833333,40.76604,-73.93108,beautiful and clean  studio apartmen in Astoria,entire home/apt,Abraham,2019-05-18,2,6,1.54,1,309,56
32741043,50,Brooklyn, Clinton Hill,1520.833333,40.69465,-73.96427,Private Room in Historical Clinton Hill/Ft Greene,private room,Anika,2019-07-07,2,12,2.98,1,0,365
32742238,38,Brooklyn, Cypress Hills,1155.833333,40.68126,-73.89457,"Cozy cypress hill 1BR apt near jfk , bars & mta .",private room,Maria,2019-06-23,1,10,2.46,1,365,0
